1.689528,0
2.020638,1
2.401625,2
2.783232,4
3.511469,0
3.909518,2
4.256969,1
4.638121,4
5.019037,2
5.731401,0
6.162135,2
6.56004,4
6.941024,2
7.272103,1
7.669855,4
8.001035,2
8.746535,1
9.144135,2
9.575313,4
9.956065,2
10.32107,0
10.66827,1
11.43073,2
11.81137,4
12.14275,2
12.50717,0
12.85546,1
13.23612,4
13.65027,2
14.0313,4
14.46204,3
14.8273,2
15.22415,3
15.57229,4
15.95303,1
16.28437,2
16.64884,0
17.04713,3
17.3283,4
17.49385,3
17.75893,4
17.90809,3
18.07364,4
18.32207,3
18.53745,2
18.93542,0
19.24981,1
19.59771,3
19.96282,4
20.3432,2
20.72436,1
21.07281,0
21.51957,4
21.90097,3
22.24837,2
22.66261,4
23.04357,0
23.3749,1
23.73937,2
24.08727,3
24.51875,4
24.84974,0
25.24693,1
25.64454,2
26.009,3
26.32377,1
26.78843,2
27.11933,3
27.50023,4
27.84795,1
28.26268,2
28.66008,0
29.02414,3
29.3891,4
29.76984,2
30.15149,1
30.51559,3
30.89651,4
31.2772,3
31.60933,4
32.00614,3
32.23867,4
32.78484,2
33.1161,3
33.59669,2
33.79533,3
34.15982,4
34.44222,3
34.8059,4
35.15419,3
35.3029,4
35.71709,3
36.2974,2
36.66144,1
37.00955,0
37.32404,3
37.58936,4
37.93756,2
38.30151,3
38.76536,1
39.18013,2
39.51127,0
39.89223,3
40.28947,4
40.63737,1
40.98568,2
41.30003,0
41.74733,3
42.1615,4
42.49328,2
42.907,0
43.3046,1
43.68598,3
44.0501,4
44.48088,2
44.8453,3
45.16007,4
45.52461,0
45.889,1
46.23733,2
46.65115,3
47.0321,4
47.38004,2
47.76104,3
48.1255,1
48.50708,0
48.9207,4
49.28605,3
49.6662,2
49.96484,4
50.362,3
50.7099,0
51.1572,2
51.58818,3
51.58818,4
51.93592,4
52.3338,2
52.69885,3
53.01269,4
53.37719,2
53.80807,1
54.05637,0
54.48731,2
54.96753,3
55.31551,2
55.69655,3
56.04524,2
56.40884,1
56.74017,0
57.20461,3
57.50253,4
57.88327,2
57.91702,4
58.31498,3
58.67847,0
58.69547,2
59.05952,3
59.44054,1
59.45737,4
59.78853,2
59.8547,4
60.20319,3
60.56707,2
60.9321,1
60.9481,2
61.36241,4
61.66123,3
62.0419,2
62.40598,3
62.80398,4
63.1517,2
63.18465,3
63.54907,4
63.9301,1
64.279,0
64.65926,3
65.00694,4
65.35484,2
65.38823,3
65.769,4
66.19994,2
66.2163,3
66.59747,4
66.94557,2
67.24344,3
67.60801,4
67.9558,2
68.33693,3
68.751,4
69.13214,2
69.54622,3
69.82845,0
70.25857,1
70.60703,2
71.00432,2
71.03728,3
71.36853,4
71.79927,2
71.88243,4
72.24674,3
72.67755,1
72.97569,2
73.25791,0
73.55541,3
73.95329,4
74.3174,2
74.69843,3
75.0629,2
75.47707,0
75.94147,3
76.23934,2
76.62017,4
76.91837,3
77.2497,2
77.697,1
78.1443,2
78.55853,1
78.57504,3
78.90667,4
78.92294,0
79.2874,3
79.30397,1
79.65187,0
79.66869,4
80.03294,3
80.31453,2
80.7287,3
81.20914,4
81.55713,1
81.92151,3
82.23627,2
82.56762,4
82.94864,3
83.2137,0
83.67839,2
84.12505,3
84.53903,4
84.88696,3
85.26797,4
85.69881,3
86.03004,2
86.37804,3
86.82536,2
87.17329,3
87.58794,1
87.90207,2
88.29982,1
88.6479,2
89.07871,0
89.40964,2
89.84092,0
90.1717,1
90.5864,0
90.88457,1
91.26533,0
91.59644,1
92.04387,3
92.44134,4
92.82263,3
93.12057,4
93.53534,1
93.88264,0
94.26405,2
94.71097,3
95.02573,4
95.40704,2
95.83773,3
96.20282,1
96.54988,2
96.91459,1
97.26224,0
97.66044,2
98.04087,1
98.4219,2
98.8858,3
99.20055,4
99.565,2
100.0123,1
100.3271,0
100.6915,2
101.0232,1
101.3873,2
101.8678,3
102.1828,4
102.1991,3
